"Collection Name","Title#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name URI#4","Name#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Created#1","Publisher#2","Publisher#3","Publisher#4","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Geographic#1","Subject Geographic URI#1","Subject Title#1","Subject Title URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"National Farmers Union Collection","The GATT Agricultural Negotiations: A Time to Ponder Their Consequences","Hidaka, Yoshiki, 1968-","","http://id.loc.gov/authorities/names/n2011016274","Williams, Sidney L.","","local","Swenson, Leland H.","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Panel","https://id.loc.gov/authorities/genreForms/gf2011026363","International symposium in Tokyo","","1981","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (1 hr., 21min., 18 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127365","Produced video of international symposium in Tokyo, The GATT Agricultural Negotiations: A Time to Ponder Their Consequences. Includes footage of speeches and panel discussions from the symposium and interviews with presenters, including event moderator Yoshiki Hidaka, Chief Representative of the NHK General Bureau for America, and Sidney L. Williams, Deputy U.S. Trade Representative. Features Leland H. Swenson, President, National Farmers Union. Original audio in Japanese, English, and other languages. Voiceover translation in English.","00:00:00 The GATT Agricultural Negotiations: A Time to Ponder Their Consequences symposium. 00:00:37 Introduction by Katusu Suma (announcer). 00:01:15 Introduction of panel participants. 00:02:54 Interview with Yoshiki Hidaka, Chief Representative of the NHK General Bureau for America. 00:03:44 Mitsugu Horiuchi gives speech. 00:05:27 Keynote speech from Sicco L. Mansholt 1st Vice President of the European commission in charge of agriculture. 00:12:33 Panel discussion begins. 00:33:02 Teruka Ishikura Managing Director of the Central Union of Agricultural Cooperatives speech on agricultural negotiations. 00:38:16 Interview with Yoshiki Hidaka. 00:43:33 Sidney L. Williams Deputy U.S. Trade Association interview. 00:46:00 Interview with Bruno Julien. 00:47:36 Message from Hidero Maki. 00:50:18 Basic postions of major participating nations. 00:52:50 Panel discussion continued. 01:21:18 End of recording.","Timecode description","Discussion","http://id.loc.gov/authorities/subjects/sh85038407","Agriculture","http://id.loc.gov/authorities/subjects/sh85002416","","","","","","","","","Tokyo (Tokyo, Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7004472","","","U183071299525_narv_nfu_24-6_theGattAgriculturalNegotiations_a.mp4","https://ark.colorado.edu/ark:/47540/4j505v4646bs","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 24-6","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","84","1247696","5284","U183071299525_narv_nfu_24-6_theGattAgriculturalNegotiations_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~84~1247696"
"National Farmers Union Collection","The older worker","Green Thumb Inc.","","http://id.loc.gov/authorities/names/n79033718","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","National Council on the Aging and Job Service Employment Training Administration","[1970-1980?]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (45 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Producer, possibly National Council on the Aging and Job Service Employment Training Administration, U.S. Department of Labor. Public service announcement advocating for the hire of elderly workers. Text reads ""Hire the Older Worker""","00:00:00 Older individuals walking down the street. 00:00:13 Voiceover entices listener to not overlook the skills of the older worker. 00:00:37 Public Service Announcement memo by Job Service ""Hire the older worker"". 00:00:45 End of recording.","Timecode description","Advertising, Public service","http://id.loc.gov/authorities/subjects/sh85001190","Older people","http://id.loc.gov/authorities/subjects/sh85002087","","","","","","","","","","","","","U183044141204_narv_greenThumb_gtav_a.mp4","https://ark.colorado.edu/ark:/47540/rq510d206875","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 17-3","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","1247760","5284","U183044141204_narv_greenThumb_gtav_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~20~1247760"
"National Farmers Union Collection","The Time is Now: Building Farmer-Labor Unity / Harkin on the Save the Family Farm Bill","Harkin, Tom","","http://id.loc.gov/authorities/names/n89642576","American Federation of Labor-Congress for Industrial Organizations","","http://id.loc.gov/authorities/names/n79086831","Labor Institute for Public Affairs","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","United Auto Workers Education Department","[1986?]","Ohio Farmers Union","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (Betamax) (23 min., 04 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127364","Tape includes two segments: 1) Promotional film, The Time is Now: Building Farmer-Labor Unity. Producer, United Auto Workers Education Department, with support by Labor Institute for Public Affairs (LIPA) and American Federation of Labor-Congress fof Industrial Organizations (AFL-CIO). / 2) Title from container, ""Harkin on Save the Family Farm Bill."" Remarks Senator Tom Harkin (Democratic, Iowa) to Democratic Issues Symposium, Sept. 17, 1986. Recorded from broadcast on C-SPAN. Distribued by Ohio Farmers Union.","00:00:00 Introductory photos to the video. 00:00:18 UAW Vice President Bill Casstevens gives supportive message for the family famer. 00:02:10 ""The Time is Now"" Building Farmer/Labor Unity. 00:03:21 Wayne Cryts Missouri Farmer testimony. 00:03:52 Vice President Bill Casstevens speech at convention in South Dakota. 00:04:15 Jim White Iowa Farm Unity Coalition. 00:05:18 Franklin Alexander UAW Member message. 00:05:30 Recent family farming history debreif. 00:08:32 David Willoughby UAW local message. 00:10:02 Wayne Cryts Missouri Farmer testimony. 00:10:32 Gary Lamb, President of Iowa Farmers Union speech. 00:10:58 Bill Stewart, Director of UAW Region 4 speech. 00:10:46 Message from Dave Ostendorf Iowa Farm Unity Coalition. 00:12:39 Vice President Bill Casstevens speech. 00:15:00 Remarks Senator Tom Harkin (Democratic, Iowa) to Democratic Issues Symposium, Sept. 17, 1986. 00:23:04 End of recording.","Timecode description","Family farms","http://id.loc.gov/authorities/subjects/sh85047039","Labor","http://id.loc.gov/authorities/subjects/sh90004091","","","","","","","","","","","","","U183071299656_narv_nfu_20-3_theTimeIsNowTomHarkin_a.mp4","https://ark.colorado.edu/ark:/47540/p9960152d155","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-3","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","54","1247685","5284","U183071299656_narv_nfu_20-3_theTimeIsNowTomHarkin_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~54~1247685"
"National Farmers Union Collection","The unanswered question","Hoffman, David","","local","Williams, Eden","","local","Gordon, Jonathan","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","interviews","http://vocab.getty.edu/page/aat/300026392","","Amram Nowak Associates","1960s","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (5 min., 36 sec.)","black-and-white film (film, material)","http://vocab.getty.edu/aat/300127343","Subtitled, ""A Film from the Cutting Room Floor."" Producer, Amram Nowak Associates. Director, David Hoffman and Eden Williams. Interviewer, Jonathan Gordon. Made from outtakes of footage collected for a film by The National Conference of Christians and Jews. Reel contains on-the-street interview clips of men and women of various ages and races in New York City or surrounding areas. Subjects are asked to define ""Brotherhood."" Most do not provide an answer.","00:00:00 ""The Unanswered Question"". 00:00:15 Reel contains on-the-street interview clips of men and women of various ages and races in New York City or surrounding areas. Subjects are asked to define ""Brotherhood."" Most do not provide an answer. 00:05:26 End of recording.","Timecode description","Brotherhoods","http://id.loc.gov/authorities/subjects/sh85017221","","","","","The National Conference of Christians and Jews","local","","","","","New York (New York, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7007567","","","U183051008043_narv_nfu_05_unansweredQuestion_a.mp4","https://ark.colorado.edu/ark:/47540/p58k8012w862","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 05","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","7","1247728","5284","U183051008043_narv_nfu_05_unansweredQuestion_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~7~1247728"
"National Farmers Union Collection","The Wanderer: Place of Plenty","Horner, Harry","","http://id.loc.gov/authorities/names/n77005931","Friedkin, David","","local","Fine, Morton","","local","Horner, Harry","local","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Anthology television programs","http://id.loc.gov/authorities/genreForms/gf2011026052","","Town and Country Productions for Farmers Educational Foundation","1955","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (28 min., 48 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127341","Producer, possibly Town and Country Productions for Farmers Educational Foundation. Writer, David Friedkin, Morton Fine. Director, Harry Horner. Episode of anthology television program, The Wanderer, featuring story about a rural farming family.","00:00:00 ""A Place of Plenty"" Wanderer epsiode following the Buell's, a rural farming family.","Timecode description","Rural families","http://id.loc.gov/authorities/subjects/sh85115912","Agricultural machinery","http://id.loc.gov/authorities/subjects/sh85002361","","","","","","","","","","","","","U183051008271_narv_nfu_16-1_wandererPlacePlenty_a.mp4","https://ark.colorado.edu/ark:/47540/v8123m95m30x","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 16-1","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","19","1247718","5284","U183051008271_narv_nfu_16-1_wandererPlacePlenty_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~19~1247718"
"National Farmers Union Collection","They call it all-states","Stapp, Thomas C. (Thomas Christopher)","","http://id.loc.gov/authorities/names/no2006110200","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","Wade Inc.","[1956?]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (20 min., 16 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Producer, Stapp, Thomas, and Wade Inc. Denver Colorado. Begins with arrival of young people by bus labeled Minnesota Farmers' Union. Depicts morning routine of campers, pledge of allegiance, breakfast, clean-up, presenters in an outdoor tent, and small group conversations. Recreation activities include baseball, basketball, horseshoes, lake swimming, horseback riding, and square dance. Ends with a candle-lit ceremony and talent show, with singing, dancing, and music, before bus departure.","00:00:00 All States Camp introduction. 00:01:55 A typical day in the life at camp. Includes pledge of allegiance, breakfast, clean-up, presenters in an outdoor tent, and small group conversations. Recreation activities include baseball, basketball, horseshoes, lake swimming, horseback riding, and square dance. Ends with a candle-lit ceremony and talent show, with singing, dancing, and music, before bus departure. 00:20:15 End of recording.","Timecode description","Recreation","http://id.loc.gov/authorities/subjects/sh85111945","Camps--Colorado","http://id.loc.gov/authorities/subjects/sh2006006150","","","Minnesota Farmers Union","http://id.loc.gov/authorities/names/n82035714","","","","","Denver (Denver, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013545","","","U183051010422_narv_sdfu_02_southDakotaFarmersUnion2_a.mp4","https://ark.colorado.edu/ark:/47540/363b2q8372km","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 01","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","2","1247714","5284","U183051010422_narv_sdfu_02_southDakotaFarmersUnion2_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~2~1247714"
"National Farmers Union Collection","This is the farmers union","National Farmers' Union (U.S.)","","http://id.loc.gov/authorities/names/n80110363","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","National Farmers Union Public Relations","1948","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (27min., 35sec.)","black-and-white film (film, material)","http://vocab.getty.edu/aat/300127344","Producer, National Farmers Union Public Relations. Promotional film including footage of conference, union meetings, political activity, and agricultural workers.","00:00:00 ""This is the Farmers Union"" recreation of first ever Farmers Union meeting. 00:02:06 Progression of Farmers Union today. 00:07:20 James G. Patton President of Farmers Union. 00:09:44 Farmers Union members bus trip to Washington D.C. 00:12:15 Agriculture Adjustment Act. 00:18:00 Serving the welfare of members. 00:22:00 Future farmers and junior work. 00:23:15 Farmers Union Action groups. 00:27:35 End of recording.","Timecode description","Political activity","http://id.loc.gov/authorities/subjects/sh2002011434","Agricultural laborers","http://id.loc.gov/authorities/subjects/sh85002338","","","Patton, James G. (James George), 1902-1985","http://id.loc.gov/authorities/names/no89002017","","","","","Texas (United States, North America) (state)","http://vocab.getty.edu/page/tgn/7007826","","","U183050937710_narv_nfu_19-1_thisIsTheFarmersUnion_a.mp4","https://ark.colorado.edu/ark:/47540/sq1d7366k92w","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 19-1","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","23","1247738","5284","U183050937710_narv_nfu_19-1_thisIsTheFarmersUnion_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~23~1247738"
"National Farmers Union Collection","Trade for the 21st Century Conference, 1 of 3","Norton, Eleanor Holmes","","http://id.loc.gov/authorities/names/n77009082","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","Labor Institute of Public Affairs","1992-09-09","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (1 hr., 30 min., 1 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Recorded speeches of AFL-CIO conference, Trade for the 21st Century, 1992-09-09. Tape distributed by Labor Institute of Public Affairs. Moderated by Congresswoman Eleanor Holmes Norton, with speeches by Sister Susan Mika; Tom Donahue, AFL-CIO; Ralph Nader; Carl Pope, Sierra Club; Lee Swenson, President of National Farmers Union; and Jane Perkins, President of Friends of the Earth.","00:00:00 Tom Donahue calls the AFL-CIO meeting to order. Donahue gives introduction for Congresswoman Eleanor Holmes Norton, Moderator. 00:02:25 Eleanor Holmes Norton speech begins. 00:04:15 Sister Susan Mika gives speech. 00:06:15 Congresswoman Eleanor Holmes Norton gives welcome and introduction to the panel. 00:11:23 Secretary of Tresurer for the AFL- CIO, Tom Donahue begins panel discussion. 00:20:00 Eleanor Holmes Norton gives introduction for Ralph Nader. 00:21:07 Ralph Nader speech begins. 00:36:20 Eleanor Holmes Norton introduces Carl Pope. 00:37:21 Carl Pope speech begins. 00:55:53 Norton gives introduction for Lee Swenson, President of National Farmers Union. 00:56:50 Lee Swenson speech begins. 01:08:23 Norton gives final introduction for Jane Perkins, President of Friends of the Earth. 01:09:22 Jane Perkins speech begins. 01:20:44 Norton opens the floor for questions. 01:21:46 First question from audience asked. 01:23:00 Second question from audience. 01:30:01 End of recording.","Timecode description","Women legislators","http://id.loc.gov/authorities/subjects/sh85147641","Agriculture","http://id.loc.gov/authorities/subjects/sh85002415","","","","","","","","","","","","","U183071299818_narv_nfu_23-4_tradeForThe21stCenturyConferencePart1_a.mp4","https://ark.colorado.edu/ark:/47540/v96q6f99n2qk","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 23-4","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","74","1247676","5284","U183071299818_narv_nfu_23-4_tradeForThe21stCenturyConferencePart1_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~74~1247676"
"National Farmers Union Collection","Trade for the 21st Century Conference, 2 of 3","Gephardt, Richard A. (Richard Andrew), 1941-","","http://id.loc.gov/authorities/names/n93055881","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","Labor Institute of Public Affairs","1992-09-09","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (42 min., 8 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Recorded speeches of AFL-CIO conference, Trade for the 21st Century, 1992-09-09. Tape distributed by Labor Institute of Public Affairs. Features speech by Congressman Richard Gephardt.","00:00:00 Continuation of question and answer panel. 00:12:08 Speech by Congressman Richard Gephardt begins. 00:37:50 Speech ends and Eleanor Holmes Norton gives concluding remarks. 00:42:08 End of recording.","Timecode description","Legislators--United States","http://id.loc.gov/authorities/subjects/sh85075851","Agriculture","http://id.loc.gov/authorities/subjects/sh85002414","","","","","","","","","","","","","U183071299800_narv_nfu_23-5_tradeForThe21stCenturyConferencePart2_a.mp4","https://ark.colorado.edu/ark:/47540/4p3k818318v1","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 23-5","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","75","1247677","5284","U183071299800_narv_nfu_23-5_tradeForThe21stCenturyConferencePart2_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~75~1247677"
"National Farmers Union Collection","Trade for the 21st Century Conference, 3 of 3","Mead, Walter Russel","","local","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","Labor Institute of Public Affairs","1992-09-09","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (31 min., 1 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127365","Recorded speeches of AFL-CIO conference, Trade for the 21st Century, 1992-09-09. Tape distributed by Labor Institute of Public Affairs. Features speech by Walter Russel Mead.","00:00:00 Introduction to Walter Russel Mead. 00:00:32 Speech by Walter Russel Mead begins. 00:28:03 Concluding announcements made. 00:31:01 End of recording.","Timecode description","Legislators--United States","http://id.loc.gov/authorities/subjects/sh85075851","Conference committees","http://id.loc.gov/authorities/subjects/sh99005314","","","","","","","","","","","","","U183071299680_narv_nfu_23-6_tradeForThe21stCenturyConferencePart3_a.mp4","https://ark.colorado.edu/ark:/47540/cb358w58b01d","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 23-6","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","76","1247682","5284","U183071299680_narv_nfu_23-6_tradeForThe21stCenturyConferencePart3_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~76~1247682"
"National Farmers Union Collection","Two blades of grass","Martin, Sobey, 1909-1978","","http://id.loc.gov/authorities/names/n2012049016","Harris, Grant","","local","Clark, Danial B.","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Educational films","http://id.loc.gov/authorities/genreForms/gf2011026219","","Farmers Educational Foundation, Film Raft Productions","1955","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (15 min., 4 sec.)","black-and-white film (film, material)","http://vocab.getty.edu/aat/300127344","Producer, Farmers Educational Foundation, Film Raft Productions. Director, Sobey Martin. Screenwriter, Grant Harris. Photographer, Danial B Clark. Narrative short depicting a young woman learning about farming and agriculture by visiting a farm family.","00:00:00 Two college women conversing about economic food prices and impact of farms in diner. 00:02:53 ""Getting rich on a farm"". 00:02:53 Visit to farm. 00:07:15 Day on the farm begins. 00:10:38 Day two on the farm. 00:11:56 Departure from the farm. 00:13:00 Closing thoughts on farming ""way of life"". 00:15:04 End of recording.","Timecode description","Agricultural systems","http://id.loc.gov/authorities/subjects/sh85002407","Cost and standard of living","http://id.loc.gov/authorities/subjects/sh85033195","","","","","","","","","","","","","U183051008051_narv_nfu_11_twoBladesGrass_a.mp4","https://ark.colorado.edu/ark:/47540/kj1k7367v7b0","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 11","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1247726","5284","U183051008051_narv_nfu_11_twoBladesGrass_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~14~1247726"
"National Farmers Union Collection","Vive la compagnie","National Farmers' Union (U.S.)","","http://id.loc.gov/authorities/names/n80110364","Patton, James G. (James George), 1902-1986","","http://id.loc.gov/authorities/names/no89002018","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","Visual Education Group","1948","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (33min., 21sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127340","Subtitle, ""A motion picture report on Farmers Union All-States Camp at Red Rocks, Colorado."" Producer, Visual Education Group at All-States Camp. Depiction of camp activities, with identifying intertitles. Includes arrival, the daily routine, and meals. Depicts classes taught by NFU members in large lecture and small discussions, including Human Relations, Insurance Cooperatives, and a mock assembly. Visiting lecturers and major NFU officers are identified. Recreational activities include dancing, singing, talent show, arts and crafts, volleyball, horseback riding, a bus trip into the mountains, Ends with a group ""Evaluation meeting"" and images of the ""camp mural,"" showing folk dancers","00:00:00 ""Vive La Compagnie"" opening credits. 00:01:01 First day activies, classes, reacreational activities, dancing, and fellowship. 00:13:20 Message from James G. Patton National Union President. 00:28:42 Closing camp activites. 00:33:21 End of recording.","Timecode description","Recreation","http://id.loc.gov/authorities/subjects/sh85111945","Lectures and lecturing","Lectures and lecturing","","","","","","","","","Red Rocks Park (Jefferson, Colorado, United States, North America) (park)","http://id.loc.gov/authorities/subjects/sh2005005961","","","U183050937728_narv_nfu_27_viveLaCompagnie_a.mp4","https://ark.colorado.edu/ark:/47540/nj273372n03s","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 27","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","32","1247736","5284","U183050937728_narv_nfu_27_viveLaCompagnie_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~32~1247736"
"National Farmers Union Collection","We're Just Here Once","National Farmers' Union (U.S.)","","http://id.loc.gov/authorities/names/n80110363","Tannen, Terrell","","http://id.loc.gov/authorities/names/no2014055548","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","Scott Anderson","[1977?]","Vicky Winger","Green Thumb, Inc","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (11 min., 7 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127341","Producer, Scott Anderson, Vicky Winger, Green Thumb, Inc. Director, Terrell Tannen. Promotional fim for Green Thumb Inc., a job training and placement program for older workers in rural areas. Includes older men working and sharing stories about their lives. End title reads, ""Green Thumb Inc. is sponsored by the National Farmers Union, funded by the Department of Labor, farmers union organizations, and nearly 3000 local and state projects."" Includes logo from National Farmers Union Insurance Companies.","00:00:00 Green Thumb workers performing tasks. 00:01:27 ""We're Just Here Once"". 00:01:47 Green Thumb testimony from worker. 00:02:20 Narrator explains characteristics of Green Thumb workers. 00:04:17 Green Thumb training explained. 00:05:08 Safety protocols for Green Thumb workers. 00:07:40 Farming backgrounds and protocols. 00:11:07 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","Employment agencies","http://id.loc.gov/authorities/subjects/sh85042917","","","","","","","","","","","","","U183050937095_narv_greenThumb_justHereOnce_a.mp4","https://ark.colorado.edu/ark:/47540/505c1587d81v","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 17-4","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","21","1247750","5284","U183050937095_narv_greenThumb_justHereOnce_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~21~1247750"
